"Historical Burger";"Historical Tap Beers";"Historical Can Beers";"Historical Facebook Event";"Historical Sticker"
"The Bold Rancher - crispy onion straws, jalapeño poppers on a kaiser roll";"Creature Comforts Tropicalia, Perennial Artisan Ales Abraxas";"Firestone Walker 805, Red Stripe Lager, Bell's Two Hearted Ale, Jack Daniel's Lynchburg Lemonade, High Noon Pineapple, Stella Artois";"https://www.google.com/search?q=https://facebook.com/events/9245104";"sticker783.svg"
"The Sweet Patriot - pepper jack cheese, fried egg, guacamole, feta cheese on a sesame seed bun";"Chimay Blue, Cantillon Gueuze, Sam Adams Boston Lager, Dogfish Head 90 Minute IPA";"Two Roads Two Juicy, Strongbow Original Dry Cider, Lindemans Framboise Lambic, Angry Orchard Crisp Apple, Wicked Weed Pernicious IPA";"https://www.google.com/search?q=https://facebook.com/events/1971110";"sticker712.png"
"The Classic Hunter - fried egg, avocado, BBQ sauce, sprouts on a sesame seed bun";"Sierra Nevada Torpedo Extra IPA, WeldWerks Juicy Bits, Rochefort 10, Goose Island IPA";"Wicked Weed Pernicious IPA, Lindemans Framboise Lambic, Narragansett Lager, Dogfish Head Punkin Ale, Natural Light, Cutwater Tequila Margarita";"https://www.google.com/search?q=https://facebook.com/events/8083456";"sticker635.svg"
"The Crispy Nomad - feta cheese, provolone on a gluten-free bun";"Fremont Bourbon Barrel Aged Dark Star, Alesmith Speedway Stout, SweetWater IPA";"Pabst Blue Ribbon Easy, Press Seltzer, Miller Lite, Nutrl Watermelon";"https://www.google.com/search?q=https://facebook.com/events/5375576";"sticker658.jpg"
"The Tangy Trapper - fried egg, red onion on a sesame seed bun";"Alesmith Speedway Stout, North Coast Old Rasputin, Founders Breakfast Stout";"Oskar Blues Old Chub, Simply Spiked Lemonade, Corona Extra, Heineken 0.0, Wicked Weed Pernicious IPA, Blue Moon Belgian White";"https://www.google.com/search?q=https://facebook.com/events/1528793";"sticker294.jpg"
"The Smoky Titan - pepper jack cheese, sriracha mayo, arugula, jalapeño poppers on a rye bun";"Firestone Walker 805, Societe The Pupil IPA, Lagunitas IPA";"Ska Modus Hoperandi, Red Stripe Lager, Dogfish Head SeaQuench Ale, Hard Seltzer Variety Packs, Stone Arrogant Bastard Ale";"https://www.google.com/search?q=https://facebook.com/events/3540180";"sticker655.jpg"
"The Tangy Legend - cheddar cheese, salsa on a brioche bun";"Perennial Artisan Ales Abraxas, Chimay Blue, Toppling Goliath King Sue, Anchor Steam Beer";"Dogfish Head Punkin Ale, Stone Arrogant Bastard Ale, Voodoo Ranger Juice Force IPA, Red Stripe Lager";"https://www.google.com/search?q=https://facebook.com/events/2191079";"sticker435.png"
"The Classic Gourmet - roasted red peppers, feta cheese on a rye bun";"Lost Abbey Devotion Ale";"Keystone Light, Corsendonk Dubbel, Old Style, 21st Amendment El Sully";"https://www.google.com/search?q=https://facebook.com/events/9984162";"sticker247.jpg"
"The Juicy King - swiss cheese, sprouts, BBQ sauce on a kaiser roll";"Founders Breakfast Stout, Sierra Nevada Torpedo Extra IPA, New Glarus Spotted Cow, Avery The Reverend";"Lindemans Framboise Lambic, Flying Embers Hard Kombucha, Red Stripe Lager, Southern Tier Pumking Imperial Ale";"https://www.google.com/search?q=https://facebook.com/events/9496751";"sticker456.png"
"The Sassy Outlaw - red onion, BBQ sauce on a ciabatta roll";"Toppling Goliath King Sue, Troegs Nugget Nectar";"White Claw Hard Seltzer Mango, Great Lakes Dortmunder Gold, Simply Spiked Lemonade, Mike's Hard Lemonade";"https://www.google.com/search?q=https://facebook.com/events/8182635";"sticker270.jpg"
"The Sassy Maverick - fried egg, mushrooms, chorizo, bacon on a kaiser roll";"Monkish Foggy Glasses";"Natural Light, Duvel Belgian Golden Ale, Deschutes Fresh Squeezed IPA, Delirium Tremens";"https://www.google.com/search?q=https://facebook.com/events/1632204";"sticker422.png"
"The Sassy Hunter - pesto, pickled red cabbage, caramelized onions on a ciabatta roll";"Goose Island Bourbon County Brand Stout";"Genesee Cream Ale, Two Roads Two Juicy, Keystone Light, Simply Spiked Lemonade";"https://www.google.com/search?q=https://facebook.com/events/1645237";"sticker348.jpg"
"The Savory Legend - jalapeño poppers, pesto, goat cheese on a potato bun";"Firestone Walker Pivo Pils";"Ska Modus Hoperandi, Jack Daniel's Lynchburg Lemonade, Flying Embers Hard Kombucha, Simply Spiked Lemonade";"https://www.google.com/search?q=https://facebook.com/events/7854954";"sticker387.png"
"The Smothered King - fried egg, avocado, sprouts, red onion on a sesame seed bun";"Rogue Dead Guy Ale";"Shiner Bock, 21st Amendment El Sully, Victory Golden Monkey, Voodoo Ranger Juice Force IPA, Mike's Hard Lemonade, Genesee Cream Ale";"https://www.google.com/search?q=https://facebook.com/events/1333189";"sticker565.png"
"The Charred Voyager - salsa, pineapple-glaze, goat cheese, sriracha mayo on a gluten-free bun";"North Coast Old Rasputin, Creature Comforts Tropicalia, Half Acre Daisy Cutter Pale Ale, Great Lakes Dortmunder Gold";"Delirium Tremens, Dogfish Head Punkin Ale, Angry Orchard Crisp Apple, Press Seltzer, Duvel Belgian Golden Ale";"https://www.google.com/search?q=https://facebook.com/events/5790791";"sticker592.png"
"The Sweet Trapper - pepper jack cheese, caramelized onions, smoked brisket, salsa on a ciabatta roll";"Monkish Foggy Glasses, Surly Darkness, Cantillon Gueuze, Lost Abbey Devotion Ale";"Firestone Walker 805, Coors Banquet, Angry Orchard Crisp Apple, Tecate";"https://www.google.com/search?q=https://facebook.com/events/2800877";"sticker624.png"
"The Hearty Rancher - jalapeño poppers, avocado, feta cheese, pepper jack cheese on a potato bun";"Half Acre Daisy Cutter Pale Ale, Creature Comforts Tropicalia";"Angry Orchard Crisp Apple, 21st Amendment Brew Free! or Die IPA, Cutwater Tequila Margarita, Oskar Blues Mama's Little Yella Pils, Corona Extra";"https://www.google.com/search?q=https://facebook.com/events/8507605";"sticker208.png"
"The Crispy Patriot - bacon jam, jalapeño poppers, pepper jack cheese, pesto on a potato bun";"Shiner Bock";"Troegs Perpetual IPA, Two Roads Two Juicy, Cutwater Tequila Margarita, Wicked Weed Pernicious IPA, Corsendonk Dubbel, Twisted Tea Original";"https://www.google.com/search?q=https://facebook.com/events/1512701";"sticker517.jpg"
"The Spicy Voyager - chorizo, roasted red peppers, bacon jam, swiss cheese on a gluten-free bun";"Deschutes The Abyss, 21st Amendment Brew Free! or Die IPA, Orval Trappist Ale";"Pabst Blue Ribbon Easy, Dogfish Head SeaQuench Ale, Coors Light, Southern Tier Pumking Imperial Ale";"https://www.google.com/search?q=https://facebook.com/events/6124999";"sticker842.jpg"
"The Classic Hunter - swiss cheese, roasted red peppers on a potato bun";"Societe The Pupil IPA, Half Acre Daisy Cutter Pale Ale";"Lindemans Framboise Lambic, Smirnoff Ice, Surly Furious IPA, Heineken 0.0, Old Style";"https://www.google.com/search?q=https://facebook.com/events/7134347";"sticker240.jpg"
"The Savory Maverick - pepper jack cheese, vegan aioli on a rye bun";"Dogfish Head Palo Santo Marron, Bell's Expedition Stout, Funky Buddha Last Snow";"Delirium Tremens, 21st Amendment El Sully, Hard Seltzer Variety Packs, 21st Amendment Brew Free! or Die IPA";"https://www.google.com/search?q=https://facebook.com/events/5151419";"sticker811.png"
"The Classic Outlaw - bacon, swiss cheese, salsa, roasted red peppers on a sesame seed bun";"Rochefort 10, Bell's Expedition Stout";"Odell 90 Shilling Ale, Pabst Blue Ribbon Easy, Voodoo Ranger Juice Force IPA, Twisted Tea Original";"https://www.google.com/search?q=https://facebook.com/events/2652944";"sticker301.png"
"The Rich Patriot - sprouts, cheddar cheese, smoked brisket, roasted red peppers on a gluten-free bun";"Goose Island Bourbon County Brand Stout";"Coors Banquet, High Noon Pineapple, Press Seltzer, Shiner Bock, Narragansett Fresh Catch";"https://www.google.com/search?q=https://facebook.com/events/4760994";"sticker399.png"
"The Charred Nomad - pickled red cabbage, roasted red peppers on a ciabatta roll";"Dogfish Head Palo Santo Marron";"Jack Daniel's Lynchburg Lemonade, Natural Light, Stella Artois Cidre, JuneShine Hard Kombucha, Chimay White, Southern Tier Pumking Imperial Ale";"https://www.google.com/search?q=https://facebook.com/events/5456499";"sticker771.png"
"The Sassy Trapper - caramelized onions, pepper jack cheese, cheddar cheese, guacamole on a sesame seed bun";"Dogfish Head Palo Santo Marron, Stone Ripper Pale Ale, Westvleteren 12, Founders Breakfast Stout";"Narragansett Fresh Catch, Busch Light, Voodoo Ranger Juice Force IPA, Dogfish Head 90 Minute IPA, Press Seltzer, Left Hand Milk Stout";"https://www.google.com/search?q=https://facebook.com/events/9603868";"sticker414.png"
"The Roasted Rancher - arugula, guacamole, smoked brisket on a potato bun";"Surly Darkness, New Glarus Spotted Cow, Deschutes The Abyss";"Busch Light, Keystone Light, Odell 90 Shilling Ale, Tecate, Duvel Belgian Golden Ale, New Glarus Moon Man";"https://www.google.com/search?q=https://facebook.com/events/1636985";"sticker264.svg"
"The Smoky Nomad - bacon jam, pulled pork, feta cheese, red onion on a brioche bun";"Anchor Steam Beer";"Oskar Blues Old Chub, Duvel Belgian Golden Ale, Miller High Life, Topo Chico Hard Seltzer, Mike's Hard Lemonade";"https://www.google.com/search?q=https://facebook.com/events/4504285";"sticker719.svg"
"The Fiery Legend - guacamole, swiss cheese, sriracha mayo on a sesame seed bun";"Heineken, Karl Strauss Red Trolley Ale, Alesmith Speedway Stout";"Uinta Cutthroat Pale Ale, Left Hand Milk Stout, Lagunitas IPA, New Glarus Moon Man, Duvel Belgian Golden Ale, Mike's Hard Lemonade";"https://www.google.com/search?q=https://facebook.com/events/8034438";"sticker353.svg"
"The Classic Titan - pesto, jalapeño poppers, smoked brisket on a ciabatta roll";"Surly Darkness, Yuengling Lager, Deschutes The Abyss, Bell's Two Hearted Ale";"Busch Light, Genesee Cream Ale, Spindrift Spiked, Uinta Cutthroat Pale Ale, Sierra Nevada Hazy Little Thing, Kona Big Wave Golden Ale";"https://www.google.com/search?q=https://facebook.com/events/7682089";"sticker910.svg"
"The Bold Rancher - roasted red peppers, BBQ sauce, swiss cheese, blue cheese crumbles on a sesame seed bun";"Troegs Nugget Nectar, Modelo Especial, Kona Big Wave Golden Ale, Dogfish Head Palo Santo Marron";"Goose Island IPA, Smirnoff Ice, 21st Amendment Brew Free! or Die IPA, Henry's Hard Soda";"https://www.google.com/search?q=https://facebook.com/events/2228261";"sticker295.jpg"
"The Roasted Trapper - jalapeño poppers, mushrooms on a sesame seed bun";"Dogfish Head Palo Santo Marron";"Heineken, Kona Big Wave Golden Ale, Truly Wild Berry Seltzer, Genesee Cream Ale";"https://www.google.com/search?q=https://facebook.com/events/9310678";"sticker904.svg"
"The Savory Maverick - roasted red peppers, tzatziki sauce, cheddar cheese on a ciabatta roll";"Rochefort 10, Cigar City Jai Alai IPA, WeldWerks Juicy Bits, Prairie Artisan Ales Bomb!";"Keystone Light, Cutwater Tequila Margarita, Smirnoff Ice, Simply Spiked Lemonade, Flying Embers Hard Kombucha, Tecate";"https://www.google.com/search?q=https://facebook.com/events/4246453";"sticker213.svg"
"The Spicy Trapper - pesto, crispy onion straws on a pretzel bun";"The Alchemist Heady Topper, Jester King Le Petit Prince, Perennial Artisan Ales Abraxas, Anchor Steam Beer";"Shiner Bock, Strongbow Original Dry Cider, Flying Embers Hard Kombucha, High Noon Pineapple, Voodoo Ranger Juice Force IPA";"https://www.google.com/search?q=https://facebook.com/events/5251773";"sticker466.png"
"The Cool Wrangler - chorizo, guacamole on a ciabatta roll";"Funky Buddha Last Snow, Perennial Artisan Ales Abraxas, Founders Breakfast Stout";"Cutwater Tequila Margarita, Miller High Life, Two Roads Two Juicy, Delirium Tremens";"https://www.google.com/search?q=https://facebook.com/events/9942985";"sticker536.jpg"
"The Spicy Trapper - blue cheese crumbles, mushrooms, bacon on a gluten-free bun";"Bell's Expedition Stout, Russian River Blind Pig IPA";"Press Seltzer, Busch Light, Delirium Tremens, 21st Amendment El Sully, Old Style";"https://www.google.com/search?q=https://facebook.com/events/7527332";"sticker296.png"
"The Classic Queen - goat cheese, vegan aioli on a potato bun";"Stone Ripper Pale Ale, Lagunitas Daytime IPA";"Chimay White, Coors Light, Stella Artois, Strongbow Original Dry Cider, Two Roads Two Juicy, Dogfish Head Punkin Ale";"https://www.google.com/search?q=https://facebook.com/events/4084459";"sticker431.jpg"
"The Zesty Hunter - red onion, salsa, swiss cheese on a brioche bun";"Cantillon Gueuze, Tree House Julius";"Jack Daniel's Lynchburg Lemonade, Tecate, Topo Chico Hard Seltzer, Great Lakes Dortmunder Gold, SweetWater 420 Pale Ale";"https://www.google.com/search?q=https://facebook.com/events/4775637";"sticker129.jpg"
"The Juicy Rancher - pulled pork, red onion, crispy onion straws, feta cheese on a ciabatta roll";"Firestone Walker Pivo Pils, Alesmith IPA, Pabst Blue Ribbon, Prairie Artisan Ales Bomb!";"21st Amendment El Sully, New Belgium Voodoo Ranger IPA, Blue Moon Belgian White, Troegs Perpetual IPA, Smirnoff Ice, Bell's Oberon Ale";"https://www.google.com/search?q=https://facebook.com/events/8559992";"sticker467.jpg"
"The Smoky Queen - cheddar cheese, pesto, blue cheese crumbles, caramelized onions on a kaiser roll";"Green Flash West Coast IPA, Fat Tire Amber Ale, Creature Comforts Tropicalia";"Dogfish Head 90 Minute IPA, SweetWater 420 Pale Ale, Dogfish Head SeaQuench Ale, Coors Light";"https://www.google.com/search?q=https://facebook.com/events/4278318";"sticker633.svg"
"The Classic Warrior - chorizo, pulled pork on a rye bun";"Orval Trappist Ale";"Hard Seltzer Variety Packs, Red Stripe Lager, Keystone Light, Twisted Tea Original";"https://www.google.com/search?q=https://facebook.com/events/7477554";"sticker551.png"
"The Cool Patriot - provolone, feta cheese, mushrooms, bacon jam on a pretzel bun";"Alesmith IPA, Fremont Bourbon Barrel Aged Dark Star";"Ska Modus Hoperandi, Genesee Cream Ale, Truly Wild Berry Seltzer, Delirium Tremens, Press Seltzer, New Glarus Moon Man";"https://www.google.com/search?q=https://facebook.com/events/3201762";"sticker606.jpg"
"The Hearty Hunter - arugula, smoked brisket, salsa, pineapple-glaze on a pretzel bun";"Trillium Congress Street IPA";"Simply Spiked Lemonade, Keystone Light, Chimay White, Yuengling Lager";"https://www.google.com/search?q=https://facebook.com/events/6068204";"sticker569.svg"
"The Rich King - pulled pork, fried egg, bacon jam on a brioche bun";"KBS, Cantillon Gueuze, SweetWater 420 Pale Ale";"Dogfish Head Punkin Ale, Odell 90 Shilling Ale, Stone IPA, Cutwater Tequila Margarita, Coors Banquet, Hard Seltzer Variety Packs";"https://www.google.com/search?q=https://facebook.com/events/6963100";"sticker962.svg"
"The Charred Warrior - vegan aioli, avocado, swiss cheese on a rye bun";"Alesmith Speedway Stout, Green Flash West Coast IPA, Hill Farmstead Susan";"Corsendonk Dubbel, Smirnoff Ice, Red Stripe Lager, Angry Orchard Crisp Apple, Duvel Belgian Golden Ale";"https://www.google.com/search?q=https://facebook.com/events/7491120";"sticker103.svg"
"The Roasted Warrior - salsa, crispy onion straws, cucumber, roasted red peppers on a gluten-free bun";"Other Half Double Dry Hopped, Russian River Blind Pig IPA, SweetWater IPA";"Heineken, Lindemans Framboise Lambic, Topo Chico Hard Seltzer, Voodoo Ranger Juice Force IPA, Stella Artois Cidre";"https://www.google.com/search?q=https://facebook.com/events/4147889";"sticker845.png"
"The Hearty Trapper - chorizo, pesto on a sesame seed bun";"Troegs Nugget Nectar";"Busch Light, New Glarus Moon Man, Strongbow Original Dry Cider, Tecate, Old Style, Nutrl Watermelon";"https://www.google.com/search?q=https://facebook.com/events/4041262";"sticker601.svg"
"The Tangy Maverick - pepper jack cheese, caramelized onions, BBQ sauce, pulled pork on a potato bun";"The Alchemist Heady Topper, Bell's Expedition Stout";"Lindemans Framboise Lambic, Miller High Life, Oskar Blues Mama's Little Yella Pils, JuneShine Hard Kombucha, Odell 90 Shilling Ale";"https://www.google.com/search?q=https://facebook.com/events/8027336";"sticker202.png"
"The Smothered Voyager - pulled pork, blue cheese crumbles, sriracha mayo on a ciabatta roll";"Sierra Nevada Torpedo Extra IPA, Hill Farmstead Susan";"Troegs Perpetual IPA, Southern Tier Pumking Imperial Ale, SweetWater 420 Pale Ale, Chimay White, Old Style";"https://www.google.com/search?q=https://facebook.com/events/5679965";"sticker439.png"
"The Roasted Queen - mushrooms, pesto, caramelized onions on a pretzel bun";"Pizza Port Chronic Amber Ale, Modern Times Fortunate Islands, Karl Strauss Red Trolley Ale, Funky Buddha Last Snow";"Coors Light, Old Style, Truly Wild Berry Seltzer, Troegs Perpetual IPA, Coors Banquet";"https://www.google.com/search?q=https://facebook.com/events/9072393";"sticker163.jpg"
"The Charred King - cheddar cheese, mushrooms on a rye bun";"Kona Big Wave Golden Ale, Stone Arrogant Bastard Ale";"Mike's Hard Lemonade, Topo Chico Hard Seltzer, Natural Light, Truly Wild Berry Seltzer, Dogfish Head 90 Minute IPA";"https://www.google.com/search?q=https://facebook.com/events/3410236";"sticker467.jpg"
"The Zesty Patriot - jalapeño poppers, feta cheese, red onion on a potato bun";"Stone Delicious IPA, Monkish Foggy Glasses, Great Lakes Edmund Fitzgerald Porter, Alesmith IPA";"Wicked Weed Pernicious IPA, Ska Modus Hoperandi, Chimay White, Guinness Draught";"https://www.google.com/search?q=https://facebook.com/events/1426344";"sticker424.svg"
"The Sweet Rancher - cucumber, goat cheese on a pretzel bun";"Troegs Nugget Nectar, Michelob Ultra";"Truly Wild Berry Seltzer, Lindemans Framboise Lambic, Deschutes Fresh Squeezed IPA, Uinta Cutthroat Pale Ale, Hard Seltzer Variety Packs";"https://www.google.com/search?q=https://facebook.com/events/2853203";"sticker772.jpg"
"The Bold Hunter - vegan aioli, avocado, BBQ sauce on a pretzel bun";"Deschutes Fresh Squeezed IPA, Hill Farmstead Susan";"Corsendonk Dubbel, Spindrift Spiked, Delirium Tremens, Dogfish Head Punkin Ale";"https://www.google.com/search?q=https://facebook.com/events/1992769";"sticker784.png"
"The Classic King - pulled pork, guacamole on a pretzel bun";"Stone Delicious IPA, Founders All Day IPA, Great Lakes Dortmunder Gold";"JuneShine Hard Kombucha, Busch Light, Twisted Tea Original, Delirium Tremens, Henry's Hard Soda, Red Stripe Lager";"https://www.google.com/search?q=https://facebook.com/events/3602311";"sticker485.jpg"
"The Juicy Legend - cucumber, cheddar cheese, pepper jack cheese on a gluten-free bun";"Sierra Nevada Torpedo Extra IPA";"Mike's Hard Lemonade, Cutwater Tequila Margarita, Chimay White, Strongbow Original Dry Cider, Left Hand Milk Stout";"https://www.google.com/search?q=https://facebook.com/events/7523267";"sticker861.png"
"The Sassy Outlaw - bacon, smoked brisket on a pretzel bun";"Alesmith IPA, Stone Delicious IPA, Stone Ripper Pale Ale, 3 Floyds Zombie Dust";"Chimay White, Cutwater Tequila Margarita, Blue Moon Belgian White, Duvel Belgian Golden Ale, Corona Extra, Flying Embers Hard Kombucha";"https://www.google.com/search?q=https://facebook.com/events/5226978";"sticker842.png"
"The Smoky King - pineapple-glaze, bacon on a ciabatta roll";"Deschutes The Abyss";"Press Seltzer, Bud Light, Odell 90 Shilling Ale, Left Hand Milk Stout, Nutrl Watermelon";"https://www.google.com/search?q=https://facebook.com/events/7266759";"sticker184.svg"
"The Roasted King - fried egg, chorizo, bacon jam on a ciabatta roll";"Trillium Congress Street IPA, Surly Darkness, Port Brewing Hop 15";"Strongbow Original Dry Cider, Uinta Cutthroat Pale Ale, Fat Tire Amber Ale, Pabst Blue Ribbon Easy, Allagash White";"https://www.google.com/search?q=https://facebook.com/events/9834015";"sticker748.jpg"
"The Roasted Nomad - pickled red cabbage, cheddar cheese, smoked brisket, crispy onion straws on a sesame seed bun";"Toppling Goliath King Sue, Avery The Reverend, Modelo Especial, Bell's Expedition Stout";"Bud Ice, Delirium Tremens, White Claw Hard Seltzer Mango, High Noon Pineapple";"https://www.google.com/search?q=https://facebook.com/events/2789601";"sticker658.jpg"
"The Savory Voyager - cheddar cheese, swiss cheese, salsa, provolone on a brioche bun";"Creature Comforts Tropicalia, Surly Furious IPA, Perennial Artisan Ales Abraxas";"High Noon Pineapple, Goose Island IPA, Troegs Perpetual IPA, Delirium Tremens, Strongbow Original Dry Cider, Red Stripe Lager";"https://www.google.com/search?q=https://facebook.com/events/3200464";"sticker817.jpg"
"The Bold Voyager - tzatziki sauce, red onion, crispy onion straws, roasted red peppers on a kaiser roll";"Lost Abbey Devotion Ale, Alesmith Speedway Stout, Orval Trappist Ale, Other Half Double Dry Hopped";"Stella Artois Cidre, Genesee Cream Ale, Ska Modus Hoperandi, Press Seltzer, Bell's Two Hearted Ale, Heineken 0.0";"https://www.google.com/search?q=https://facebook.com/events/8486605";"sticker915.svg"
"The Sweet Patriot - avocado, chorizo on a sesame seed bun";"Narragansett Lager, Bell's Expedition Stout, 21st Amendment Brew Free! or Die IPA";"Stella Artois Cidre, Bud Ice, Dogfish Head Punkin Ale, Anchor Steam Beer, Pabst Blue Ribbon Easy, Southern Tier Pumking Imperial Ale";"https://www.google.com/search?q=https://facebook.com/events/2528523";"sticker238.jpg"
"The Classic Legend - avocado, caramelized onions, chorizo on a pretzel bun";"Dogfish Head Palo Santo Marron";"Tecate, High Noon Pineapple, Dogfish Head Punkin Ale, Topo Chico Hard Seltzer, Great Lakes Dortmunder Gold, Henry's Hard Soda";"https://www.google.com/search?q=https://facebook.com/events/5308339";"sticker239.jpg"
"The Roasted Queen - bacon, BBQ sauce, crispy onion straws on a sesame seed bun";"Goose Island Bourbon County Brand Stout";"Uinta Cutthroat Pale Ale, Stella Artois, Spindrift Spiked, Tecate, Cutwater Tequila Margarita";"https://www.google.com/search?q=https://facebook.com/events/3357784";"sticker307.svg"
"The Tangy Gourmet - bacon jam, pickled red cabbage, BBQ sauce on a brioche bun";"Victory Golden Monkey, Bud Light, Funky Buddha Last Snow";"Lindemans Framboise Lambic, Stone Delicious IPA, Coors Banquet, Corsendonk Dubbel, Henry's Hard Soda";"https://www.google.com/search?q=https://facebook.com/events/4388412";"sticker962.png"
"The Rich Queen - cucumber, goat cheese on a gluten-free bun";"Tree House Julius, Westvleteren 12, Prairie Artisan Ales Bomb!";"Voodoo Ranger Juice Force IPA, Lindemans Framboise Lambic, Southern Tier Pumking Imperial Ale, Duvel Belgian Golden Ale, Nutrl Watermelon";"https://www.google.com/search?q=https://facebook.com/events/7638521";"sticker769.svg"
"The Zesty Maverick - pepper jack cheese, jalapeño poppers on a kaiser roll";"Chimay Blue";"Flying Embers Hard Kombucha, Red Stripe Lager, Jack Daniel's Lynchburg Lemonade, Delirium Tremens";"https://www.google.com/search?q=https://facebook.com/events/2225837";"sticker652.png"
"The Smothered Trapper - cucumber, fried egg, jalapeño poppers, caramelized onions on a ciabatta roll";"Alesmith Speedway Stout, Surly Darkness, SweetWater 420 Pale Ale";"Dogfish Head Punkin Ale, SweetWater 420 Pale Ale, Nutrl Watermelon, Allagash White";"https://www.google.com/search?q=https://facebook.com/events/1439334";"sticker838.jpg"
"The Cool Nomad - bacon, guacamole on a brioche bun";"Funky Buddha Last Snow, Cantillon Gueuze, Russian River Blind Pig IPA";"21st Amendment El Sully, Oskar Blues Old Chub, Delirium Tremens, Jack Daniel's Lynchburg Lemonade";"https://www.google.com/search?q=https://facebook.com/events/2201835";"sticker650.jpg"
"The Fiery Nomad - goat cheese, avocado, cheddar cheese on a kaiser roll";"Stone Ripper Pale Ale, Perennial Artisan Ales Abraxas, Left Hand Milk Stout, Founders Breakfast Stout";"Southern Tier Pumking Imperial Ale, Lindemans Framboise Lambic, Spindrift Spiked, Angry Orchard Crisp Apple, Kona Big Wave Golden Ale, Odell 90 Shilling Ale";"https://www.google.com/search?q=https://facebook.com/events/1732941";"sticker301.jpg"
"The Fiery Trapper - BBQ sauce, goat cheese, cucumber on a rye bun";"Jester King Le Petit Prince, Alesmith Speedway Stout";"Great Lakes Dortmunder Gold, New Glarus Moon Man, Cutwater Tequila Margarita, Spindrift Spiked, Dogfish Head SeaQuench Ale, Sierra Nevada Hazy Little Thing";"https://www.google.com/search?q=https://facebook.com/events/1680725";"sticker243.svg"
"The Tangy Trapper - vegan aioli, pineapple-glaze, pickled red cabbage on a potato bun";"Bell's Expedition Stout, Alesmith Speedway Stout, Troegs Nugget Nectar, KBS";"Anchor Steam Beer, Goose Island IPA, Truly Wild Berry Seltzer, Oskar Blues Dale's Pale Ale, New Belgium Fat Tire";"https://www.google.com/search?q=https://facebook.com/events/8204169";"sticker193.svg"
"The Savory King - salsa, pesto, mushrooms on a ciabatta roll";"Port Brewing Hop 15, SweetWater IPA";"Twisted Tea Original, Dogfish Head 90 Minute IPA, Jack Daniel's Lynchburg Lemonade, Delirium Tremens, Stone Delicious IPA, Coors Banquet";"https://www.google.com/search?q=https://facebook.com/events/7646968";"sticker695.svg"
"The Smoky Voyager - bacon jam, fried egg on a pretzel bun";"Pliny the Elder";"Narragansett Lager, Odell 90 Shilling Ale, Cutwater Tequila Margarita, Two Roads Two Juicy, Coors Light";"https://www.google.com/search?q=https://facebook.com/events/5545853";"sticker157.png"
"The Classic Maverick - sriracha mayo, avocado, cheddar cheese on a ciabatta roll";"Chimay Blue";"Henry's Hard Soda, 21st Amendment El Sully, Dogfish Head Punkin Ale, Spindrift Spiked, Stella Artois Cidre, Wicked Weed Pernicious IPA";"https://www.google.com/search?q=https://facebook.com/events/9802941";"sticker786.png"
"The Sweet Wrangler - pickled red cabbage, BBQ sauce on a pretzel bun";"Stone IPA, Rogue Dead Guy Ale, Alesmith IPA";"Chimay White, Southern Tier Pumking Imperial Ale, Flying Embers Hard Kombucha, Surly Furious IPA, New Glarus Moon Man, Mike's Hard Lemonade";"https://www.google.com/search?q=https://facebook.com/events/8420617";"sticker395.png"
"The Juicy Nomad - pickled red cabbage, goat cheese on a sesame seed bun";"KBS, Firestone Walker Pivo Pils, Shiner Bock";"New Glarus Moon Man, Guinness Draught, Natural Light, Great Lakes Dortmunder Gold, Simply Spiked Lemonade";"https://www.google.com/search?q=https://facebook.com/events/2566212";"sticker713.svg"
"The Spicy Maverick - arugula, vegan aioli on a rye bun";"Firestone Walker 805";"Simply Spiked Lemonade, Narragansett Fresh Catch, Founders All Day IPA, Goose Island IPA, Oskar Blues Mama's Little Yella Pils, Bud Ice";"https://www.google.com/search?q=https://facebook.com/events/7217544";"sticker195.svg"
"The Zesty Outlaw - blue cheese crumbles, cucumber on a sesame seed bun";"SweetWater IPA, KBS, North Coast Old Rasputin, Other Half Double Dry Hopped";"Tecate, Mike's Hard Lemonade, Odell 90 Shilling Ale, Flying Embers Hard Kombucha";"https://www.google.com/search?q=https://facebook.com/events/2367724";"sticker387.png"
"The Cool Nomad - blue cheese crumbles, arugula, mushrooms, guacamole on a rye bun";"Trillium Congress Street IPA, Karl Strauss Red Trolley Ale";"Two Roads Two Juicy, Simply Spiked Lemonade, Stella Artois, Busch Light, Bud Ice";"https://www.google.com/search?q=https://facebook.com/events/3380909";"sticker107.png"
"The Charred Voyager - smoked brisket, arugula, BBQ sauce, vegan aioli on a pretzel bun";"Port Brewing Hop 15, KBS, Creature Comforts Tropicalia, Toppling Goliath King Sue";"Heineken, Dogfish Head Punkin Ale, 21st Amendment El Sully, Hard Seltzer Variety Packs, Press Seltzer";"https://www.google.com/search?q=https://facebook.com/events/4066502";"sticker307.svg"
"The Crispy Hunter - pesto, salsa, jalapeño poppers, smoked brisket on a gluten-free bun";"Surly Darkness, Firestone Walker Pivo Pils, Karl Strauss Red Trolley Ale";"Strongbow Original Dry Cider, Oskar Blues Mama's Little Yella Pils, Stone Delicious IPA, Southern Tier Pumking Imperial Ale";"https://www.google.com/search?q=https://facebook.com/events/8299574";"sticker799.svg"
